Time,"CH 1, ECG","CH40, Heart Rate"
sec,mV,BPM
0.142,0.253669148,0
0.143,0.247603938,0
0.144,0.238984954,0
0.145,0.228450641,0
0.146,0.216639442,0
0.147,0.204828242,0
0.148,0.193655486,0
0.149,0.184078837,0
0.15,0.177055962,0
0.151,0.17258686,0
0.152,0.17067153,0
0.153,0.171948416,0
0.154,0.175140632,0
0.155,0.179609735,0
0.156,0.185036502,0
0.157,0.190144048,0
0.158,0.193974707,0
0.159,0.195890037,0
0.16,0.194932372,0
0.161,0.191101713,0
0.162,0.184078837,0
0.163,0.174182968,0
0.164,0.161733325,0
0.165,0.148006796,0
0.166,0.133322602,0
0.167,0.118957629,0
0.168,0.1052311,0
0.169,0.093739122,0
0.17,0.084481695,0
0.171,0.078416485,0
0.172,0.075224269,0
0.173,0.074905047,0
0.174,0.076820377,0
0.175,0.080331814,0
0.176,0.084162474,0
0.177,0.087993133,0
0.178,0.090546906,0
0.179,0.090866128,0
0.18,0.088631576,0
0.181,0.08352403,0
0.182,0.07554349,0
0.183,0.064689956,0
0.184,0.052240313,0
0.185,0.038513784,0
0.186,0.024468033,0
0.187,0.011060725,0
0.188,-0.000750474,0
0.189,-0.010327123,0
0.19,-0.017349998,0
0.191,-0.021499879,0
0.192,-0.022457544,0
0.193,-0.020861436,0
0.194,-0.017349998,0
0.195,-0.012242452,0
0.196,-0.006815685,0
0.197,-0.002346582,0
0.198,0.000845634,0
0.199,0.001803298,0
0.2,0.00020719,0
0.201,-0.004581134,0
0.202,-0.011923231,0
0.203,-0.022138322,0
0.204,-0.033949522,0
0.205,-0.047037608,0
0.206,-0.060125694,0
0.207,-0.072256115,0
0.208,-0.082790428,0
0.209,-0.09109019,0
0.21,-0.096516957,0
0.211,-0.098432287,0
0.212,-0.097793844,0
0.213,-0.093963184,0
0.214,-0.088536417,0
0.215,-0.081832763,0
0.216,-0.074809888,0
0.217,-0.068744677,0
0.218,-0.063637131,0
0.219,-0.061083359,0
0.22,-0.061083359,0
0.221,-0.063956353,0
0.222,-0.069063899,0
0.223,-0.076405996,0
0.224,-0.085024979,0
0.225,-0.094601628,0
0.226,-0.103859054,0
0.227,-0.111839594,0
0.228,-0.118224027,0
0.229,-0.122054686,0
0.23,-0.123012351,0
0.231,-0.1207778,0
0.232,-0.115989475,0
0.233,-0.108647378,0
0.234,-0.100028395,0
0.235,-0.090770968,0
0.236,-0.081832763,0
0.237,-0.074171445,0
0.238,-0.068744677,0
0.239,-0.066190904,0
0.24,-0.066510126,0
0.241,-0.069702342,0
0.242,-0.075767553,0
0.243,-0.083748093,0
0.244,-0.09300552,0
0.245,-0.102901389,0
0.246,-0.112478038,0
0.247,-0.1207778,0
0.248,-0.12684301,0
0.249,-0.130354448,0
0.25,-0.130673669,0
0.251,-0.127481453,0
0.252,-0.121735464,0
0.253,-0.113435703,0
0.254,-0.103539833,0
0.255,-0.093324741,0
0.256,-0.083428871,0
0.257,-0.074490666,0
0.258,-0.067787012,0
0.259,-0.063637131,0
0.26,-0.062679467,0
0.261,-0.064914018,0
0.262,-0.070021564,0
0.263,-0.077363661,0
0.264,-0.086301866,0
0.265,-0.095559292,0
0.266,-0.104816719,0
0.267,-0.113116481,0
0.268,-0.119181692,0
0.269,-0.122693129,0
0.27,-0.123331572,0
0.271,-0.121416243,0
0.272,-0.116627919,0
0.273,-0.110243486,0
0.274,-0.102582168,0
0.275,-0.094601628,0
0.276,-0.087578752,0
0.277,-0.081832763,0
0.278,-0.078321326,0
0.279,-0.077044439,0
0.28,-0.078959769,0
0.281,-0.08310965,0
0.282,-0.089813303,0
0.283,-0.098432287,0
0.284,-0.108008935,0
0.285,-0.117585583,0
0.286,-0.126523789,0
0.287,-0.133546664,0
0.288,-0.138334988,0
0.289,-0.140888761,0
0.29,-0.140250318,0
0.291,-0.137377323,0
0.292,-0.131950556,0
0.293,-0.125246902,0
0.294,-0.117266362,0
0.295,-0.109605043,0
0.296,-0.102901389,0
0.297,-0.098113065,0
0.298,-0.095878514,0
0.299,-0.096197736,0
0.3,-0.099709173,0
0.301,-0.106093606,0
0.302,-0.114712589,0
0.303,-0.124608459,0
0.304,-0.135461994,0
0.305,-0.145996307,0
0.306,-0.155572955,0
0.307,-0.163234274,0
0.308,-0.168341819,0
0.309,-0.170576371,0
0.31,-0.169937927,0
0.311,-0.166107268,0
0.312,-0.160042058,0
0.313,-0.152699961,0
0.314,-0.144400199,0
0.315,-0.136419658,0
0.316,-0.129396783,0
0.317,-0.124608459,0
0.318,-0.122373908,0
0.319,-0.123012351,0
0.32,-0.12684301,0
0.321,-0.133227442,0
0.322,-0.141527204,0
0.323,-0.151423074,0
0.324,-0.161638166,0
0.325,-0.171853257,0
0.326,-0.180791462,0
0.327,-0.187814338,0
0.328,-0.191964218,0
0.329,-0.193241105,0
0.33,-0.191964218,0
0.331,-0.187814338,0
0.332,-0.181429905,0
0.333,-0.173768587,0
0.334,-0.165468825,0
0.335,-0.157807506,0
0.336,-0.151103852,0
0.337,-0.146315528,0
0.338,-0.144400199,0
0.339,-0.145038642,0
0.34,-0.148869301,0
0.341,-0.154934512,0
0.342,-0.162915052,0
0.343,-0.172172479,0
0.344,-0.181749127,0
0.345,-0.19036811,0
0.346,-0.197390986,0
0.347,-0.20217931,0
0.348,-0.204413861,0
0.349,-0.203775418,0
0.35,-0.199944759,0
0.351,-0.193879548,0
0.352,-0.185899008,0
0.353,-0.176960803,0
0.354,-0.168022598,0
0.355,-0.159403614,0
0.356,-0.152699961,0
0.357,-0.147911636,0
0.358,-0.146315528,0
0.359,-0.147273193,0
0.36,-0.151423074,0
0.361,-0.157488285,0
0.362,-0.165788046,0
0.363,-0.17440703,0
0.364,-0.183026013,0
0.365,-0.19036811,0
0.366,-0.195794878,0
0.367,-0.198348651,0
0.368,-0.198029429,0
0.369,-0.193879548,0
0.37,-0.187175894,0
0.371,-0.177599246,0
0.372,-0.16642649,0
0.373,-0.154296069,0
0.374,-0.142165647,0
0.375,-0.130673669,0
0.376,-0.121416243,0
0.377,-0.114393367,0
0.378,-0.110243486,0
0.379,-0.108647378,0
0.38,-0.110243486,0
0.381,-0.113754924,0
0.382,-0.11886247,0
0.383,-0.12492768,0
0.384,-0.130673669,0
0.385,-0.135461994,0
0.386,-0.138015766,0
0.387,-0.138334988,0
0.388,-0.135461994,0
0.389,-0.129077561,0
0.39,-0.119820135,0
0.391,-0.108008935,0
0.392,-0.094601628,0
0.393,-0.080555877,0
0.394,-0.066829348,0
0.395,-0.055018148,0
0.396,-0.0454415,0
0.397,-0.039057068,0
0.398,-0.036503295,0
0.399,-0.037141738,0
0.4,-0.041291619,0
0.401,-0.048314494,0
0.402,-0.057571921,0
0.403,-0.068106234,0
0.404,-0.078959769,0
0.405,-0.089494082,0
0.406,-0.098113065,0
0.407,-0.104816719,0
0.408,-0.1089666,0
0.409,-0.11088193,0
0.41,-0.110243486,0
0.411,-0.108008935,0
0.412,-0.104497497,0
0.413,-0.10098606,0
0.414,-0.098113065,0
0.415,-0.096516957,0
0.416,-0.097793844,0
0.417,-0.101624503,0
0.418,-0.1089666,0
0.419,-0.119181692,0
0.42,-0.132588999,0
0.421,-0.147911636,0
0.422,-0.164830382,0
0.423,-0.18238757,0
0.424,-0.199625537,0
0.425,-0.215267396,0
0.426,-0.228674704,0
0.427,-0.239209017,0
0.428,-0.246870335,0
0.429,-0.251339438,0
0.43,-0.252616324,0
0.431,-0.251977881,0
0.432,-0.249424108,0
0.433,-0.246231892,0
0.434,-0.243358898,0
0.435,-0.241124346,0
0.436,-0.240485903,0
0.437,-0.242401233,0
0.438,-0.246231892,0
0.439,-0.252616324,0
0.44,-0.261235308,0
0.441,-0.271131178,0
0.442,-0.281665491,0
0.443,-0.292199804,0
0.444,-0.301776452,0
0.445,-0.309437771,0
0.446,-0.314864538,0
0.447,-0.316779868,0
0.448,-0.315822203,0
0.449,-0.311672322,0
0.45,-0.30528789,0
0.451,-0.29730735,0
0.452,-0.288049923,0
0.453,-0.279111718,0
0.454,-0.270811956,0
0.455,-0.264427524,0
0.456,-0.260277643,0
0.457,-0.258362313,0
0.458,-0.2596392,0
0.459,-0.263469859,0
0.46,-0.26953507,0
0.461,-0.277196388,0
0.462,-0.285815372,0
0.463,-0.294434355,0
0.464,-0.302414895,0
0.465,-0.309118549,0
0.466,-0.31326843,0
0.467,-0.314545317,0
0.468,-0.312629987,0
0.469,-0.307522441,0
0.47,-0.300180344,0
0.471,-0.290603696,0
0.472,-0.280069383,0
0.473,-0.269215848,0
0.474,-0.259319978,0
0.475,-0.250700995,0
0.476,-0.243997341,0
0.477,-0.239528238,0
0.478,-0.236655244,0
0.479,-0.234739914,0
0.48,-0.233463028,0
0.481,-0.231228476,0
0.482,-0.227717039,0
0.483,-0.221651828,0
0.484,-0.212713623,0
0.485,-0.199625537,0
0.486,-0.182068349,0
0.487,-0.160042058,0
0.488,-0.133546664,0
0.489,-0.103539833,0
0.49,-0.070979228,0
0.491,-0.036822516,0
0.492,-0.002985026,0
0.493,0.029256357,0
0.494,0.059263188,0
0.495,0.085120139,0
0.496,0.106507986,0
0.497,0.121830624,0
0.498,0.130449607,0
0.499,0.132045715,0
0.5,0.125980505,0
0.501,0.113530862,0
0.502,0.095016008,0
0.503,0.072351274,0
0.504,0.046175102,0
0.505,0.018083601,0
0.506,-0.010646344,0
0.507,-0.040014732,0
0.508,-0.069063899,0
0.509,-0.097793844,0
0.51,-0.125566124,0
0.511,-0.152699961,0
0.512,-0.179195354,0
0.513,-0.206009969,0
0.514,-0.232824584,0
0.515,-0.259958421,0
0.516,-0.287092258,0
0.517,-0.314545317,0
0.518,-0.341359932,0
0.519,-0.36689766,0
0.52,-0.391158503,0
0.521,-0.412865572,0
0.522,-0.432018869,0
0.523,-0.447341506,0
0.524,-0.458833484,0
0.525,-0.465856359,0
0.526,-0.468090911,0
0.527,-0.466175581,0
0.528,-0.46011037,0
0.529,-0.450852944,0
0.53,-0.438722523,0
0.531,-0.424995993,0
0.532,-0.410631021,0
0.533,-0.39658527,0
0.534,-0.384135627,0
0.535,-0.373601314,0
0.536,-0.365939996,0
0.537,-0.361151671,0
0.538,-0.359236342,0
0.539,-0.359555563,0
0.54,-0.361790115,0
0.541,-0.364982331,0
0.542,-0.368174547,0
0.543,-0.370409098,0
0.544,-0.371366763,0
0.545,-0.370089877,0
0.546,-0.366578439,0
0.547,-0.360513228,0
0.548,-0.352213466,0
0.549,-0.342317597,0
0.55,-0.331464062,0
0.551,-0.320929749,0
0.552,-0.310714657,0
0.553,-0.302414895,0
0.554,-0.296030463,0
0.555,-0.292519025,0
0.556,-0.292199804,0
0.557,-0.294753577,0
0.558,-0.300499566,0
0.559,-0.308160884,0
0.56,-0.317099089,0
0.561,-0.326675738,0
0.562,-0.335933164,0
0.563,-0.343594483,0
0.564,-0.34902125,0
0.565,-0.351575023,0
0.566,-0.351255802,0
0.567,-0.347744364,0
0.568,-0.341679153,0
0.569,-0.333379391,0
0.57,-0.323802743,0
0.571,-0.313906873,0
0.572,-0.304330225,0
0.573,-0.296668906,0
0.574,-0.290922917,0
0.575,-0.287730701,0
0.576,-0.28741148,0
0.577,-0.289646031,0
0.578,-0.294753577,0
0.579,-0.301457231,0
0.58,-0.309437771,0
0.581,-0.317418311,0
0.582,-0.32507963,0
0.583,-0.331464062,0
0.584,-0.335294721,0
0.585,-0.336571608,0
0.586,-0.334656278,0
0.587,-0.329867954,0
0.588,-0.322206635,0
0.589,-0.312949208,0
0.59,-0.302414895,0
0.591,-0.291880582,0
0.592,-0.281984712,0
0.593,-0.274004172,0
0.594,-0.268577405,0
0.595,-0.26570441,0
0.596,-0.266023632,0
0.597,-0.269215848,0
0.598,-0.274961837,0
0.599,-0.282623156,0
0.6,-0.291242139,0
0.601,-0.300180344,0
0.602,-0.308160884,0
0.603,-0.314545317,0
0.604,-0.318375976,0
0.605,-0.319333641,0
0.606,-0.317418311,0
0.607,-0.312629987,0
0.608,-0.30528789,0
0.609,-0.296030463,0
0.61,-0.285815372,0
0.611,-0.27560028,0
0.612,-0.266023632,0
0.613,-0.258362313,0
0.614,-0.252935546,0
0.615,-0.250700995,0
0.616,-0.251020216,0
0.617,-0.254212432,0
0.618,-0.259319978,0
0.619,-0.266342853,0
0.62,-0.27368495,0
0.621,-0.280707826,0
0.622,-0.286773036,0
0.623,-0.290922917,0
0.624,-0.292519025,0
0.625,-0.291242139,0
0.626,-0.286773036,0
0.627,-0.279750161,0
0.628,-0.270492734,0
0.629,-0.2596392,0
0.63,-0.248147222,0
0.631,-0.236974465,0
0.632,-0.227078596,0
0.633,-0.219098055,0
0.634,-0.21399051,0
0.635,-0.212394401,0
0.636,-0.213671288,0
0.637,-0.217821169,0
0.638,-0.224524823,0
0.639,-0.232505363,0
0.64,-0.241124346,0
0.641,-0.249104887,0
0.642,-0.256127762,0
0.643,-0.260916086,0
0.644,-0.263150637,0
0.645,-0.262512194,0
0.646,-0.258681535,0
0.647,-0.251977881,0
0.648,-0.243358898,0
0.649,-0.232824584,0
0.65,-0.22197105,0
0.651,-0.211117515,0
0.652,-0.201540867,0
0.653,-0.193879548,0
0.654,-0.188452781,0
0.655,-0.185899008,0
0.656,-0.18621823,0
0.657,-0.189091224,0
0.658,-0.193879548,0
0.659,-0.199625537,0
0.66,-0.205690748,0
0.661,-0.211117515,0
0.662,-0.214948174,0
0.663,-0.216225061,0
0.664,-0.214628953,0
0.665,-0.209840629,0
0.666,-0.201860088,0
0.667,-0.191006554,0
0.668,-0.178556911,0
0.669,-0.16451116,0
0.67,-0.150784631,0
0.671,-0.137696545,0
0.672,-0.126204567,0
0.673,-0.117266362,0
0.674,-0.111201151,0
0.675,-0.108328157,0
0.676,-0.108328157,0
0.677,-0.111201151,0
0.678,-0.115989475,0
0.679,-0.122054686,0
0.68,-0.128439118,0
0.681,-0.134185107,0
0.682,-0.138973431,0
0.683,-0.141207983,0
0.684,-0.141207983,0
0.685,-0.138334988,0
0.686,-0.132908221,0
0.687,-0.125566124,0
0.688,-0.11694714,0
0.689,-0.107689714,0
0.69,-0.098751509,0
0.691,-0.09109019,0
0.692,-0.085344201,0
0.693,-0.082151985,0
0.694,-0.082151985,0
0.695,-0.085344201,0
0.696,-0.09109019,0
0.697,-0.099709173,0
0.698,-0.109605043,0
0.699,-0.120458578,0
0.7,-0.130992891,0
0.701,-0.140888761,0
0.702,-0.14855008,0
0.703,-0.153657625,0
0.704,-0.155892177,0
0.705,-0.155253733,0
0.706,-0.151742296,0
0.707,-0.145996307,0
0.708,-0.13865421,0
0.709,-0.130992891,0
0.71,-0.123650794,0
0.711,-0.117585583,0
0.712,-0.114074146,0
0.713,-0.113435703,0
0.714,-0.116308697,0
0.715,-0.122373908,0
0.716,-0.131312113,0
0.717,-0.142484869,0
0.718,-0.154934512,0
0.719,-0.168022598,0
0.72,-0.180791462,0
0.721,-0.19228344,0
0.722,-0.201860088,0
0.723,-0.208563742,0
0.724,-0.212713623,0
0.725,-0.213671288,0
0.726,-0.211436737,0
0.727,-0.207286856,0
0.728,-0.201540867,0
0.729,-0.195475656,0
0.73,-0.190048889,0
0.731,-0.185899008,0
0.732,-0.1843029,0
0.733,-0.185579786,0
0.734,-0.189729667,0
0.735,-0.197071764,0
0.736,-0.207286856,0
0.737,-0.219417277,0
0.738,-0.233143806,0
0.739,-0.246870335,0
0.74,-0.259958421,0
0.741,-0.271450399,0
0.742,-0.280388604,0
0.743,-0.285815372,0
0.744,-0.288369145,0
0.745,-0.287730701,0
0.746,-0.284219264,0
0.747,-0.278473275,0
0.748,-0.271450399,0
0.749,-0.263789081,0
0.75,-0.256446984,0
0.751,-0.250062551,0
0.752,-0.24591267,0
0.753,-0.243997341,0
0.754,-0.245274227,0
0.755,-0.24974333,0
0.756,-0.256766205,0
0.757,-0.266023632,0
0.758,-0.276557945,0
0.759,-0.287092258,0
0.76,-0.29730735,0
0.761,-0.305926333,0
0.762,-0.312310765,0
0.763,-0.316141425,0
0.764,-0.316779868,0
0.765,-0.314545317,0
0.766,-0.310076214,0
0.767,-0.30337256,0
0.768,-0.295711242,0
0.769,-0.287730701,0
0.77,-0.280388604,0
0.771,-0.274642615,0
0.772,-0.271131178,0
0.773,-0.270492734,0
0.774,-0.272088842,0
0.775,-0.276557945,0
0.776,-0.282623156,0
0.777,-0.289965253,0
0.778,-0.297626571,0
0.779,-0.304968668,0
0.78,-0.311672322,0
0.781,-0.316460646,0
0.782,-0.318695197,0
0.783,-0.318375976,0
0.784,-0.31518376,0
0.785,-0.309437771,0
0.786,-0.301457231,0
0.787,-0.291880582,0
0.788,-0.281984712,0
0.789,-0.272408064,0
0.79,-0.264427524,0
0.791,-0.258681535,0
0.792,-0.255489319,0
0.793,-0.255170097,0
0.794,-0.258362313,0
0.795,-0.263789081,0
0.796,-0.271769621,0
0.797,-0.281027048,0
0.798,-0.291242139,0
0.799,-0.301138009,0
0.8,-0.309756992,0
0.801,-0.316460646,0
0.802,-0.320291305,0
0.803,-0.320929749,0
0.804,-0.318695197,0
0.805,-0.31326843,0
0.806,-0.305607111,0
0.807,-0.296349685,0
0.808,-0.286773036,0
0.809,-0.277196388,0
0.81,-0.268896626,0
0.811,-0.262192973,0
0.812,-0.258362313,0
0.813,-0.257085427,0
0.814,-0.259000756,0
0.815,-0.263150637,0
0.816,-0.269215848,0
0.817,-0.276238723,0
0.818,-0.283900042,0
0.819,-0.290922917,0
0.82,-0.296988128,0
0.821,-0.301138009,0
0.822,-0.30337256,0
0.823,-0.303053339,0
0.824,-0.299861122,0
0.825,-0.294434355,0
0.826,-0.286773036,0
0.827,-0.278473275,0
0.828,-0.269854291,0
0.829,-0.262192973,0
0.83,-0.256127762,0
0.831,-0.252935546,0
0.832,-0.252297103,0
0.833,-0.254850876,0
0.834,-0.260277643,0
0.835,-0.267938962,0
0.836,-0.277196388,0
0.837,-0.287092258,0
0.838,-0.296668906,0
0.839,-0.304968668,0
0.84,-0.311033879,0
0.841,-0.314864538,0
0.842,-0.315502981,0
0.843,-0.31326843,0
0.844,-0.307841663,0
0.845,-0.300180344,0
0.846,-0.290922917,0
0.847,-0.280707826,0
0.848,-0.270492734,0
0.849,-0.261554529,0
0.85,-0.254531654,0
0.851,-0.250062551,0
0.852,-0.248785665,0
0.853,-0.250700995,0
0.854,-0.25580854,0
0.855,-0.263469859,0
0.856,-0.272727286,0
0.857,-0.282942377,0
0.858,-0.292838247,0
0.859,-0.302095674,0
0.86,-0.309437771,0
0.861,-0.314226095,0
0.862,-0.316141425,0
0.863,-0.314864538,0
0.864,-0.310395436,0
0.865,-0.304011003,0
0.866,-0.295711242,0
0.867,-0.286773036,0
0.868,-0.277834831,0
0.869,-0.270492734,0
0.87,-0.264746745,0
0.871,-0.261873751,0
0.872,-0.261873751,0
0.873,-0.264746745,0
0.874,-0.270173513,0
0.875,-0.278154053,0
0.876,-0.287092258,0
0.877,-0.296988128,0
0.878,-0.306245555,0
0.879,-0.314545317,0
0.88,-0.320929749,0
0.881,-0.324441186,0
0.882,-0.32507963,0
0.883,-0.322845078,0
0.884,-0.317418311,0
0.885,-0.310076214,0
0.886,-0.301457231,0
0.887,-0.292199804,0
0.888,-0.28358082,0
0.889,-0.276557945,0
0.89,-0.271450399,0
0.891,-0.268896626,0
0.892,-0.269215848,0
0.893,-0.272727286,0
0.894,-0.278473275,0
0.895,-0.286134593,0
0.896,-0.294115134,0
0.897,-0.302414895,0
0.898,-0.309437771,0
0.899,-0.314226095,0
0.9,-0.316779868,0
0.901,-0.315822203,0
0.902,-0.311991544,0
0.903,-0.304649447,0
0.904,-0.294434355,0
0.905,-0.281984712,0
0.906,-0.268577405,0
0.907,-0.254531654,0
0.908,-0.24176279,0
0.909,-0.230270812,0
0.91,-0.221651828,0
0.911,-0.215905839,0
0.912,-0.213352066,0
0.913,-0.213352066,0
0.914,-0.216225061,0
0.915,-0.220374942,0
0.916,-0.225801709,0
0.917,-0.230909255,0
0.918,-0.235378357,0
0.919,-0.238251352,0
0.92,-0.238570573,0
0.921,-0.235697579,0
0.922,-0.22995159,0
0.923,-0.221013385,0
0.924,-0.209840629,0
0.925,-0.196752543,0
0.926,-0.182706792,0
0.927,-0.168980263,0
0.928,-0.155892177,0
0.929,-0.14471942,0
0.93,-0.136419658,0
0.931,-0.130992891,0
0.932,-0.129077561,0
0.933,-0.130035226,0
0.934,-0.133546664,0
0.935,-0.13865421,0
0.936,-0.14471942,0
0.937,-0.151423074,0
0.938,-0.157169063,0
0.939,-0.161957387,0
0.94,-0.16451116,0
0.941,-0.164830382,0
0.942,-0.162276609,0
0.943,-0.157488285,0
0.944,-0.151423074,0
0.945,-0.144080977,0
0.946,-0.137058102,0
0.947,-0.131312113,0
0.948,-0.127481453,0
0.949,-0.126523789,0
0.95,-0.129077561,0
0.951,-0.135781215,0
0.952,-0.145996307,0
0.953,-0.159722836,0
0.954,-0.176003138,0
0.955,-0.193879548,0
0.956,-0.212394401,0
0.957,-0.230590033,0
0.958,-0.247508779,0
0.959,-0.261873751,0
0.96,-0.27368495,0
0.961,-0.281984712,0
0.962,-0.286773036,0
0.963,-0.288369145,0
0.964,-0.287092258,0
0.965,-0.28358082,0
0.966,-0.279430939,0
0.967,-0.274961837,0
0.968,-0.271450399,0
0.969,-0.269854291,0
0.97,-0.270173513,0
0.971,-0.273365729,0
0.972,-0.279430939,101.1804384
0.973,-0.28741148,101.1804384
0.974,-0.297626571,101.1804384
0.975,-0.308480106,101.1804384
0.976,-0.319972084,101.1804384
0.977,-0.330825619,101.1804384
0.978,-0.340083045,101.1804384
0.979,-0.347105921,101.1804384
0.98,-0.351255802,101.1804384
0.981,-0.352532688,101.1804384
0.982,-0.35093658,101.1804384
0.983,-0.346467477,101.1804384
0.984,-0.340402267,101.1804384
0.985,-0.332740948,101.1804384
0.986,-0.324760408,101.1804384
0.987,-0.316779868,101.1804384
0.988,-0.310395436,101.1804384
0.989,-0.305926333,101.1804384
0.99,-0.303691782,101.1804384
0.991,-0.304330225,101.1804384
0.992,-0.307841663,101.1804384
0.993,-0.313587652,101.1804384
0.994,-0.320610527,101.1804384
0.995,-0.328910289,101.1804384
0.996,-0.336890829,101.1804384
0.997,-0.344232926,101.1804384
0.998,-0.349978915,101.1804384
0.999,-0.353490353,101.1804384
1,-0.354767239,101.1804384
1.001,-0.353171131,101.1804384
1.002,-0.348702029,101.1804384
1.003,-0.342317597,101.1804384
1.004,-0.333698613,101.1804384
1.005,-0.324121965,101.1804384
1.006,-0.314545317,101.1804384
1.007,-0.305607111,101.1804384
1.008,-0.298265014,101.1804384
1.009,-0.293157469,101.1804384
1.01,-0.290603696,101.1804384
1.011,-0.290284474,101.1804384
1.012,-0.292199804,101.1804384
1.013,-0.295072798,101.1804384
1.014,-0.297945793,101.1804384
1.015,-0.299861122,101.1804384
1.016,-0.299222679,101.1804384
1.017,-0.295072798,101.1804384
1.018,-0.287092258,101.1804384
1.019,-0.274642615,101.1804384
1.02,-0.257085427,101.1804384
1.021,-0.234420693,101.1804384
1.022,-0.207286856,101.1804384
1.023,-0.176003138,101.1804384
1.024,-0.141207983,101.1804384
1.025,-0.104178276,101.1804384
1.026,-0.066829348,101.1804384
1.027,-0.030118862,101.1804384
1.028,0.004357071,101.1804384
1.029,0.035321567,101.1804384
1.03,0.062774626,101.1804384
1.031,0.085758582,101.1804384
1.032,0.104273435,101.1804384
1.033,0.117361521,101.1804384
1.034,0.12502284,101.1804384
1.035,0.126938169,101.1804384
1.036,0.124065175,101.1804384
1.037,0.116723078,101.1804384
1.038,0.105869543,101.1804384
1.039,0.092462236,101.1804384
1.04,0.076820377,101.1804384
1.041,0.05958241,101.1804384
1.042,0.040429113,101.1804384
1.043,0.019041265,101.1804384
1.044,-0.004261912,101.1804384
1.045,-0.030118862,101.1804384
1.046,-0.058529586,101.1804384
1.047,-0.08917486,101.1804384
1.048,-0.122693129,101.1804384
1.049,-0.158445949,101.1804384
1.05,-0.195794878,101.1804384
1.051,-0.234101471,101.1804384
1.052,-0.272088842,101.1804384
1.053,-0.308480106,101.1804384
1.054,-0.34295604,101.1804384
1.055,-0.373601314,101.1804384
1.056,-0.400415929,101.1804384
1.057,-0.422122999,101.1804384
1.058,-0.438084079,101.1804384
1.059,-0.448299171,101.1804384
1.06,-0.452768273,101.1804384
