sec,mV,BPM
0.94,-0.029809051,0
0.941,-0.021190586,0
0.942,-0.012252918,0
0.943,-0.004272858,0
0.944,0.002430392,0
0.945,0.006580024,0
0.946,0.007856833,0
0.947,0.006899226,0
0.948,0.002749595,0
0.949,-0.003634453,0
0.95,-0.011614513,0
0.951,-0.020871383,0
0.952,-0.030447455,0
0.953,-0.03906592,0
0.954,-0.045769171,0
0.955,-0.050238005,0
0.956,-0.051514814,0
0.957,-0.050238005,0
0.958,-0.046088373,0
0.959,-0.039704325,0
0.96,-0.031405063,0
0.961,-0.022148193,0
0.962,-0.012572121,0
0.963,-0.003953656,0
0.964,0.002749595,0
0.965,0.007218428,0
0.966,0.009133643,0
0.967,0.008176036,0
0.968,0.004984012,0
0.969,-0.000761632,0
0.97,-0.008422489,0
0.971,-0.017040954,0
0.972,-0.025659419,0
0.973,-0.033320277,0
0.974,-0.039385123,0
0.975,-0.042896349,0
0.976,-0.043853956,0
0.977,-0.041938742,0
0.978,-0.037150706,0
0.979,-0.030128253,0
0.98,-0.021190586,0
0.981,-0.011295311,0
0.982,-0.001400037,0
0.983,0.007218428,0
0.984,0.014879286,0
0.985,0.020624929,0
0.986,0.023497751,0
0.987,0.023816954,0
0.988,0.021901739,0
0.989,0.017432905,0
0.99,0.011687262,0
0.991,0.005303214,0
0.992,-0.001400037,0
0.993,-0.006826477,0
0.994,-0.010656906,0
0.995,-0.012252918,0
0.996,-0.011295311,0
0.997,-0.007464882,0
0.998,-0.000761632,0
0.999,0.007218428,0
1,0.017432905,0
1.001,0.028285787,0
1.002,0.038819467,0
1.003,0.048395539,0
1.004,0.056056397,0
1.005,0.061163635,0
1.006,0.063398052,0
1.007,0.062759647,0
1.008,0.058929218,0
1.009,0.053183575,0
1.01,0.04584192,0
1.011,0.037542657,0
1.012,0.029881799,0
1.013,0.022859346,0
1.014,0.01807131,0
1.015,0.015517691,0
1.016,0.015836893,0
1.017,0.01934812,0
1.018,0.025732168,0
1.019,0.034350633,0
1.02,0.04456511,0
1.021,0.055737194,0
1.022,0.067228481,0
1.023,0.07776216,0
1.024,0.086699828,0
1.025,0.092764673,0
1.026,0.095956697,0
1.027,0.0962759,0
1.028,0.09372228,0
1.029,0.088615042,0
1.03,0.081911791,0
1.031,0.074570136,0
1.032,0.066909278,0
1.033,0.059886825,0
1.034,0.054141182,0
1.035,0.050629956,0
1.036,0.049033944,0
1.037,0.049672348,0
1.038,0.05254517,0
1.039,0.056694801,0
1.04,0.061163635,0
1.041,0.064674862,0
1.042,0.066590076,0
1.043,0.065313266,0
1.044,0.06052523,0
1.045,0.051587563,0
1.046,0.038500264,0
1.047,0.021582537,0
1.048,0.00211119,0
1.049,-0.019594574,0
1.05,-0.041938742,0
1.051,-0.063963708,0
1.052,-0.084392662,0
1.053,-0.101948794,0
1.054,-0.115674498,0
1.055,-0.124931368,0
1.056,-0.128761796,0
1.057,-0.127804189,0
1.058,-0.121739344,0
1.059,-0.111844069,0
1.06,-0.099075973,0
1.061,-0.085031067,0
1.062,-0.071305363,0
1.063,-0.059175672,0
1.064,-0.049280397,0
1.065,-0.043215552,0
