sec,mV,BPM
0.641,-0.115042516,0
0.642,-0.120787641,0
0.643,-0.128766981,0
0.644,-0.138342189,0
0.645,-0.148236571,0
0.646,-0.157492605,0
0.647,-0.165152772,0
0.648,-0.170578723,0
0.649,-0.172812938,0
0.65,-0.172174591,0
0.651,-0.16770616,0
0.652,-0.160365168,0
0.653,-0.150470786,0
0.654,-0.13929971,0
0.655,-0.12780946,0
0.656,-0.117276731,0
0.657,-0.10833987,0
0.658,-0.101956398,0
0.659,-0.098764662,0
0.66,-0.099403009,0
0.661,-0.103233092,0
0.662,-0.109935738,0
0.663,-0.118872599,0
0.664,-0.128766981,0
0.665,-0.138980536,0
0.666,-0.148555744,0
0.667,-0.155896737,0
0.668,-0.161003515,0
0.669,-0.162599383,0
0.67,-0.161003515,0
0.671,-0.155896737,0
0.672,-0.147598223,0
0.673,-0.137065494,0
0.674,-0.125575245,0
0.675,-0.113765821,0
0.676,-0.103552266,0
0.677,-0.094934579,0
0.678,-0.089508627,0
0.679,-0.086955238,0
0.68,-0.088231933,0
0.681,-0.092700363,0
0.682,-0.099722183,0
0.683,-0.108978217,0
0.684,-0.119191772,0
0.685,-0.129086154,0
0.686,-0.138342189,0
0.687,-0.145364008,0
0.688,-0.149832439,0
0.689,-0.151109133,0
0.69,-0.148874918,0
0.691,-0.143129793,0
0.692,-0.134192932,0
0.693,-0.123660203,0
0.694,-0.11185078,0
0.695,-0.100041356,0
0.696,-0.089508627,0
0.697,-0.08089094,0
0.698,-0.075145815,0
0.699,-0.073230773,0
0.7,-0.074507468,0
0.701,-0.079614246,0
0.702,-0.087274412,0
0.703,-0.096530447,0
0.704,-0.107063176,0
0.705,-0.117276731,0
0.706,-0.126213592,0
0.707,-0.133235411,0
0.708,-0.137384668,0
0.709,-0.138342189,0
0.71,-0.1357888,0
0.711,-0.129724501,0
0.712,-0.121106814,0
0.713,-0.110254912,0
0.714,-0.098764662,0
0.715,-0.087593586,0
0.716,-0.077699204,0
0.717,-0.070039037,0
0.718,-0.065251433,0
0.719,-0.063974739,0
0.72,-0.065889781,0
0.721,-0.071315732,0
0.722,-0.078975898,0
0.723,-0.088231933,0
0.724,-0.098126315,0
0.725,-0.107701523,0
0.726,-0.116000036,0
0.727,-0.121745161,0
0.728,-0.124936897,0
0.729,-0.12429855,0
0.73,-0.120468467,0
0.731,-0.113446648,0
0.732,-0.103552266,0
0.733,-0.09238119,0
0.734,-0.080571766,0
0.735,-0.06940069,0
0.736,-0.059825482,0
0.737,-0.052484489,0
0.738,-0.048335232,0
0.739,-0.047696885,0
0.74,-0.050250274,0
0.741,-0.056314572,0
0.742,-0.064613086,0
0.743,-0.074507468,0
0.744,-0.084721023,0
0.745,-0.094296231,0
0.746,-0.102275571,0
0.747,-0.107701523,0
0.748,-0.110254912,0
0.749,-0.108978217,0
0.75,-0.104190613,0
0.751,-0.096530447,0
0.752,-0.085997718,0
0.753,-0.074188294,0
0.754,-0.062059697,0
0.755,-0.050569447,0
0.756,-0.040675066,0
0.757,-0.033334073,0
0.758,-0.029184816,0
0.759,-0.028546469,0
0.76,-0.031419031,0
0.761,-0.037164156,0
0.762,-0.045143496,0
0.763,-0.054399531,0
0.764,-0.063974739,0
0.765,-0.0729116,0
0.766,-0.079933419,0
0.767,-0.08440185,0
0.768,-0.08535937,0
0.769,-0.083125155,0
0.77,-0.07738003,0
0.771,-0.068762343,0
0.772,-0.05791044,0
0.773,-0.04546267,0
0.774,-0.033014899,0
0.775,-0.021524649,0
0.776,-0.011630268,0
0.777,-0.004608448,0
0.778,-0.000459192,0
0.779,-0.000140018,0
0.78,-0.00301258,0
0.781,-0.008438532,0
0.782,-0.015779525,0
0.783,-0.024397212,0
0.784,-0.033014899,0
0.785,-0.040355892,0
0.786,-0.045781843,0
0.787,-0.048335232,0
0.788,-0.047377711,0
0.789,-0.042909281,0
0.79,-0.035249114,0
0.791,-0.024397212,0
0.792,-0.011630268,0
0.793,0.002413371,0
0.794,0.015818662,0
0.795,0.028585607,0
0.796,0.039118335,0
0.797,0.046778502,0
0.798,0.050927759,0
0.799,0.051246932,0
0.8,0.048055196,0
0.801,0.041990898,0
0.802,0.034011558,0
0.803,0.024755523,0
0.804,0.015499489,0
0.805,0.007520149,0
0.806,0.00145585,0
0.807,-0.00205506,0
0.808,-0.002374233,0
0.809,0.000817503,0
0.81,0.007200975,0
0.811,0.016137836,0
0.812,0.027308912,0
0.813,0.039437509,0
0.814,0.051246932,0
0.815,0.061779661,0
0.816,0.070078175,0
0.817,0.075504126,0
0.818,0.077419168,0
0.819,0.076142474,0
0.82,0.07135487,0
0.821,0.064013877,0
0.822,0.054757842,0
0.823,0.04486346,0
0.824,0.034969079,0
0.825,0.026670565,0
0.826,0.020287093,0
0.827,0.016776183,0
0.828,0.01645701,0
0.829,0.019329572,0
0.83,0.02539387,0
0.831,0.033692384,0
0.832,0.043586766,0
0.833,0.054119495,0
0.834,0.063694703,0
0.835,0.071993217,0
0.836,0.077738342,0
0.837,0.08029173,0
0.838,0.07933421,0
0.839,0.074546606,0
0.84,0.066886439,0
0.841,0.05635371,0
0.842,0.044544287,0
0.843,0.032096516,0
0.844,0.019967919,0
0.845,0.00943519,0
0.846,0.001775024,0
0.847,-0.003331754,0
0.848,-0.004927622,0
0.849,-0.003331754,0
0.85,0.001136677,0
0.851,0.007839322,0
0.852,0.015818662,0
0.853,0.02443635,0
0.854,0.032734863,0
0.855,0.038799162,0
0.856,0.042310072,0
0.857,0.042629245,0
0.858,0.039118335,0
0.859,0.032096516,0
0.86,0.021882961,0
0.861,0.009116017,0
0.862,-0.004608448,131.5789474
0.863,-0.018971261,131.5789474
0.864,-0.032695726,131.5789474
0.865,-0.044824323,131.5789474
0.866,-0.054399531,131.5789474
0.867,-0.060463829,131.5789474
0.868,-0.063336392,131.5789474
0.869,-0.062378871,131.5789474
0.87,-0.058867961,131.5789474
0.871,-0.052803663,131.5789474
0.872,-0.04546267,131.5789474
0.873,-0.03748333,131.5789474
0.874,-0.030780684,131.5789474
0.875,-0.025354733,131.5789474
0.876,-0.022801344,131.5789474
0.877,-0.023439691,131.5789474
0.878,-0.027588948,131.5789474
0.879,-0.035249114,131.5789474
0.88,-0.045781843,131.5789474
0.881,-0.058229614,131.5789474
0.882,-0.071954079,131.5789474
0.883,-0.085997718,131.5789474
0.884,-0.098764662,131.5789474
0.885,-0.110254912,131.5789474
0.886,-0.118872599,131.5789474
0.887,-0.123979377,131.5789474
0.888,-0.125894418,131.5789474
0.889,-0.12429855,131.5789474
0.89,-0.119510946,131.5789474
0.891,-0.112489127,131.5789474
0.892,-0.104509787,131.5789474
0.893,-0.096530447,131.5789474
0.894,-0.089189454,131.5789474
0.895,-0.083763502,131.5789474
0.896,-0.081210114,131.5789474
0.897,-0.081848461,131.5789474
0.898,-0.085678544,131.5789474
0.899,-0.092700363,131.5789474
0.9,-0.102275571,131.5789474
0.901,-0.113765821,131.5789474
0.902,-0.126213592,131.5789474
0.903,-0.138342189,131.5789474
0.904,-0.149194091,131.5789474
0.905,-0.158130952,131.5789474
0.906,-0.163876077,131.5789474
0.907,-0.16674864,131.5789474
0.908,-0.165791119,131.5789474
0.909,-0.161322688,131.5789474
0.91,-0.154300869,131.5789474
0.911,-0.145044834,131.5789474
0.912,-0.134512106,131.5789474
0.913,-0.12429855,131.5789474
0.914,-0.115361689,131.5789474
0.915,-0.108659044,131.5789474
0.916,-0.10482896,131.5789474
0.917,-0.104509787,131.5789474
0.918,-0.107382349,131.5789474
0.919,-0.113765821,131.5789474
0.92,-0.122383509,131.5789474
0.921,-0.132916238,131.5789474
0.922,-0.144087314,131.5789474
0.923,-0.15525839,131.5789474
0.924,-0.164833598,131.5789474
0.925,-0.172174591,131.5789474
0.926,-0.176323848,131.5789474
0.927,-0.177600542,131.5789474
0.928,-0.175047153,131.5789474
0.929,-0.169302028,131.5789474
0.93,-0.161003515,131.5789474
0.931,-0.151109133,131.5789474
0.932,-0.140576404,131.5789474
0.933,-0.130362849,131.5789474
0.934,-0.121745161,131.5789474
0.935,-0.115361689,131.5789474
0.936,-0.112169953,131.5789474
0.937,-0.112489127,131.5789474
0.938,-0.11631921,131.5789474
0.939,-0.123341029,131.5789474
0.94,-0.132597064,131.5789474
0.941,-0.143448966,131.5789474
0.942,-0.154620043,131.5789474
0.943,-0.165471945,131.5789474
0.944,-0.174408806,131.5789474
0.945,-0.181111452,131.5789474
0.946,-0.184622361,131.5789474
0.947,-0.184303188,131.5789474
0.948,-0.180473105,131.5789474
0.949,-0.173451285,131.5789474
0.95,-0.163876077,131.5789474
0.951,-0.152385827,131.5789474
0.952,-0.140576404,131.5789474
0.953,-0.129405328,131.5789474
0.954,-0.11983012,131.5789474
0.955,-0.113127474,131.5789474
0.956,-0.109297391,131.5789474
0.957,-0.109297391,131.5789474
0.958,-0.1128083,131.5789474
0.959,-0.119191772,131.5789474
0.96,-0.128447807,131.5789474
0.961,-0.138980536,131.5789474
0.962,-0.150151612,131.5789474
0.963,-0.160365168,131.5789474
0.964,-0.168982855,131.5789474
0.965,-0.175366327,131.5789474
0.966,-0.178558063,131.5789474
0.967,-0.177919716,131.5789474
0.968,-0.173770459,131.5789474
0.969,-0.16674864,131.5789474
0.97,-0.157173431,131.5789474
0.971,-0.146321529,131.5789474
0.972,-0.134831279,131.5789474
0.973,-0.12429855,131.5789474
0.974,-0.115361689,131.5789474
0.975,-0.109297391,131.5789474
0.976,-0.106105655,131.5789474
0.977,-0.106105655,131.5789474
0.978,-0.109616564,131.5789474
0.979,-0.115680863,131.5789474
0.98,-0.123979377,131.5789474
0.981,-0.133235411,131.5789474
0.982,-0.142491446,131.5789474
0.983,-0.151109133,131.5789474
0.984,-0.157811779,131.5789474
0.985,-0.161961036,131.5789474
0.986,-0.162918556,131.5789474
0.987,-0.160045994,131.5789474
0.988,-0.153981695,131.5789474
0.989,-0.145044834,131.5789474
0.99,-0.134192932,131.5789474
0.991,-0.122383509,131.5789474
0.992,-0.110574085,131.5789474
0.993,-0.100041356,131.5789474
0.994,-0.092062016,131.5789474
0.995,-0.087274412,131.5789474
0.996,-0.085997718,131.5789474
0.997,-0.088551106,131.5789474
0.998,-0.094296231,131.5789474
0.999,-0.102913919,131.5789474
1,-0.113127474,131.5789474
1.001,-0.12429855,131.5789474
1.002,-0.135469626,131.5789474
1.003,-0.145044834,131.5789474
1.004,-0.152385827,131.5789474
1.005,-0.157173431,131.5789474
1.006,-0.158130952,131.5789474
1.007,-0.15525839,131.5789474
1.008,-0.149194091,131.5789474
1.009,-0.139938057,131.5789474
1.01,-0.128766981,131.5789474
1.011,-0.11631921,131.5789474
1.012,-0.103871439,131.5789474
1.013,-0.092700363,131.5789474
1.014,-0.084082676,131.5789474
1.015,-0.078337551,131.5789474
1.016,-0.076103336,131.5789474
1.017,-0.07738003,131.5789474
1.018,-0.082486808,131.5789474
1.019,-0.090466148,131.5789474
1.02,-0.100679703,131.5789474
1.021,-0.11185078,131.5789474
1.022,-0.122702682,131.5789474
1.023,-0.132597064,131.5789474
1.024,-0.139938057,131.5789474
1.025,-0.144406487,131.5789474
1.026,-0.145364008,131.5789474
1.027,-0.143129793,131.5789474
1.028,-0.137065494,131.5789474
1.029,-0.128447807,131.5789474
1.03,-0.118234252,131.5789474
1.031,-0.106744002,131.5789474
1.032,-0.095892099,131.5789474
1.033,-0.086316891,131.5789474
1.034,-0.079295072,131.5789474
1.035,-0.075145815,131.5789474
1.036,-0.074507468,131.5789474
1.037,-0.077699204,131.5789474
1.038,-0.083763502,131.5789474
1.039,-0.09238119,131.5789474
1.04,-0.102594745,131.5789474
1.041,-0.113446648,131.5789474
1.042,-0.123660203,131.5789474
1.043,-0.132597064,131.5789474
1.044,-0.13929971,131.5789474
1.045,-0.142810619,131.5789474
1.046,-0.142810619,131.5789474
1.047,-0.13929971,131.5789474
1.048,-0.13227789,131.5789474
1.049,-0.123021856,131.5789474
1.05,-0.11185078,131.5789474
1.051,-0.10036053,131.5789474
1.052,-0.089189454,131.5789474
1.053,-0.079933419,131.5789474
1.054,-0.073549947,131.5789474
1.055,-0.070358211,131.5789474
1.056,-0.070996558,131.5789474
1.057,-0.075464989,131.5789474
1.058,-0.083125155,131.5789474
1.059,-0.093019537,131.5789474
1.06,-0.104190613,131.5789474
1.061,-0.116000036,131.5789474
1.062,-0.126851939,131.5789474
1.063,-0.136107974,131.5789474
1.064,-0.142810619,131.5789474
1.065,-0.146640703,131.5789474
1.066,-0.146321529,131.5789474
1.067,-0.142810619,131.5789474
1.068,-0.1357888,131.5789474
1.069,-0.126532765,131.5789474
1.07,-0.115361689,131.5789474
1.071,-0.103871439,131.5789474
1.072,-0.093338711,131.5789474
1.073,-0.084082676,131.5789474
1.074,-0.077699204,131.5789474
1.075,-0.074507468,131.5789474
1.076,-0.074826641,131.5789474
1.077,-0.078656725,131.5789474
1.078,-0.085678544,131.5789474
1.079,-0.095253752,131.5789474
1.08,-0.106105655,131.5789474
1.081,-0.117276731,131.5789474
1.082,-0.128128633,131.5789474
1.083,-0.136746321,131.5789474
1.084,-0.143448966,131.5789474
1.085,-0.146640703,131.5789474
