sec,mV,BPM
0.893,-0.157490013,0
0.894,-0.161958847,0
0.895,-0.165150871,0
0.896,-0.16642768,0
0.897,-0.166108478,0
0.898,-0.163874061,0
0.899,-0.160043632,0
0.9,-0.154617191,0
0.901,-0.148552346,0
0.902,-0.141529893,0
0.903,-0.13450744,0
0.904,-0.127804189,0
0.905,-0.121739344,0
0.906,-0.116632105,0
0.907,-0.113120879,0
0.908,-0.111205664,0
0.909,-0.110567259,0
0.91,-0.111205664,0
0.911,-0.112801676,0
0.912,-0.114716891,0
0.913,-0.116951307,0
0.914,-0.119185724,0
0.915,-0.120462534,0
0.916,-0.121100939,0
0.917,-0.120781736,0
0.918,-0.119824129,0
0.919,-0.118228117,0
0.92,-0.1159937,0
0.921,-0.113440081,0
0.922,-0.111524867,0
0.923,-0.109928855,0
0.924,-0.10929045,0
0.925,-0.110248057,0
0.926,-0.112482474,0
0.927,-0.116312903,0
0.928,-0.121739344,0
0.929,-0.128123392,0
0.93,-0.135465047,0
0.931,-0.143125905,0
0.932,-0.15046756,0
0.933,-0.157170811,0
0.934,-0.162916454,0
0.935,-0.167066085,0
0.936,-0.169300502,0
0.937,-0.169938907,0
0.938,-0.168342895,0
0.939,-0.165150871,0
0.94,-0.160043632,0
0.941,-0.153659584,0
0.942,-0.146956334,0
0.943,-0.140253083,0
0.944,-0.133869035,0
0.945,-0.129080999,0
0.946,-0.125569772,0
0.947,-0.123654558,0
0.948,-0.123335356,0
0.949,-0.124292963,0
0.95,-0.12652738,0
0.951,-0.129400201,0
0.952,-0.132592225,0
0.953,-0.135145845,0
0.954,-0.137061059,0
0.955,-0.138018666,0
0.956,-0.137699464,0
0.957,-0.136103452,0
0.958,-0.13323063,0
0.959,-0.129080999,0
0.96,-0.124612165,0
0.961,-0.119824129,0
0.962,-0.115674498,0
0.963,-0.112801676,0
0.964,-0.111524867,0
0.965,-0.112163271,0
0.966,-0.114716891,0
0.967,-0.119504927,0
0.968,-0.125888975,0
0.969,-0.133869035,0
0.97,-0.142806702,0
0.971,-0.152063572,0
0.972,-0.161001239,0
0.973,-0.1689813,0
0.974,-0.175365348,0
