sec,mV,BPM
1.07,-0.043183762,178.5714286
1.071,-0.05148852,178.5714286
1.072,-0.059473864,178.5714286
1.073,-0.066820381,178.5714286
1.074,-0.072250415,178.5714286
1.075,-0.075763967,178.5714286
1.076,-0.076402794,178.5714286
1.077,-0.074805725,178.5714286
1.078,-0.070653346,178.5714286
1.079,-0.064903898,178.5714286
1.08,-0.057876795,178.5714286
1.081,-0.049891451,178.5714286
1.082,-0.042544934,178.5714286
1.083,-0.035837245,178.5714286
1.084,-0.030726625,178.5714286
1.085,-0.027851901,178.5714286
1.086,-0.027213073,178.5714286
1.087,-0.029129556,178.5714286
1.088,-0.033601349,178.5714286
1.089,-0.03967021,178.5714286
1.09,-0.047016727,178.5714286
1.091,-0.054682658,178.5714286
1.092,-0.062029174,178.5714286
1.093,-0.06841745,178.5714286
1.094,-0.073208656,178.5714286
1.095,-0.075763967,178.5714286
1.096,-0.075763967,178.5714286
1.097,-0.07352807,178.5714286
1.098,-0.069056277,178.5714286
1.099,-0.063306829,178.5714286
1.1,-0.05659914,178.5714286
1.101,-0.049891451,178.5714286
1.102,-0.043503176,178.5714286
1.103,-0.038392555,178.5714286
1.104,-0.034879004,178.5714286
1.105,-0.033281935,178.5714286
1.106,-0.033920762,178.5714286
1.107,-0.036795486,178.5714286
1.108,-0.041586693,178.5714286
1.109,-0.047336141,178.5714286
1.11,-0.05404383,178.5714286
1.111,-0.060751519,178.5714286
1.112,-0.066181553,178.5714286
1.113,-0.070333932,178.5714286
